time,imu,xaxis,yaxis,zaxis,xaccel,yaccel,zaccel
6758,1,-4.01,8.52,4.38,0.54,0.76,-1.01
6775,2,-12.02,-2.02,0.95,-0.23,0.43,2.04
6790,3,-12.94,-0.42,-0.98,0.56,0.60,-2.22
6806,4,-13.73,-2.22,2.95,-0.05,0.04,1.16
6822,5,-11.15,6.65,-1.89,0.37,-0.56,0.56
6838,0,-11.48,-5.65,19.95,0.29,1.55,2.46
6853,1,-4.97,10.41,3.99,0.45,3.09,-4.37
6870,2,-9.05,8.26,-5.38,-0.09,0.18,1.84
6885,3,-13.19,-2.22,-0.82,1.31,0.51,-1.89
6901,4,-5.22,7.06,-9.55,-1.06,1.06,0.27
6917,5,-12.36,-0.46,-4.88,-0.06,-0.71,1.72
6933,0,-3.78,-6.16,7.35,-0.03,-0.13,0.07
6949,1,-8.74,19.19,6.83,2.01,2.74,-3.99
6965,2,-8.81,-1.80,1.96,0.99,-0.00,0.93
6980,3,-5.26,-4.20,0.73,-0.13,0.01,-0.56
6997,4,-10.21,-0.89,-2.64,-0.81,-0.53,1.10
7012,5,-9.74,-1.36,-3.21,-0.65,-0.32,1.56
7028,0,-4.23,-7.32,5.67,-0.26,-0.15,0.01
7044,1,2.57,6.56,1.24,-1.01,-2.81,2.78
7059,2,-8.91,-2.38,-1.06,-0.82,0.21,0.27
7076,3,-3.77,-6.60,-1.33,-0.31,-0.70,2.75
7091,4,-6.70,-5.00,-1.68,-1.06,-0.78,0.76
7107,5,-9.91,-0.24,-4.41,-0.50,0.13,1.12
7123,0,-4.18,-6.90,5.74,-0.18,-0.03,0.06
7139,1,-6.05,11.12,2.37,-0.26,-1.86,4.37
7154,2,-9.75,-0.16,-2.62,-0.28,0.05,0.60
7171,3,-6.34,-2.93,-1.55,-1.51,-0.69,4.37
7186,4,-7.54,-2.40,-2.28,0.30,-0.65,0.98
7203,5,-7.00,0.61,-1.24,0.02,0.32,0.36
7218,0,-4.47,-7.21,5.79,-0.11,-0.01,0.04
7233,1,-14.63,15.15,6.39,1.24,-1.98,4.37
7250,2,-9.37,1.08,-2.47,-0.17,0.01,0.61
7265,3,-10.77,-1.02,-3.23,1.12,-0.01,4.37
7281,4,-8.88,-3.43,-1.12,-0.03,0.04,1.17
7297,5,-6.28,6.15,-3.97,0.97,0.17,-0.07
7313,0,-4.21,-7.16,6.03,-0.15,-0.04,0.04
7328,1,-24.48,-2.60,0.69,0.73,-3.11,1.78
7345,2,-9.81,-1.14,-2.61,-0.12,0.11,1.19
7360,3,-9.93,4.79,-2.17,1.49,0.34,0.35
7377,4,-9.07,-2.76,-2.93,-0.17,0.17,0.53
7392,5,-8.66,7.69,-2.66,0.16,1.08,0.69
7408,0,-3.44,-7.75,6.64,-0.41,0.41,0.29
7424,1,27.06,10.74,5.79,-3.39,1.87,-2.37
7440,2,-10.13,2.38,-3.85,-0.64,-0.02,1.81
7455,3,-18.60,19.49,13.45,0.49,0.80,0.16
7472,4,-10.19,-6.56,-2.61,-0.52,-0.41,-0.23
7487,5,-12.68,15.55,-3.58,-0.89,-0.30,-0.47
7504,0,-3.55,-9.08,6.44,-0.82,2.35,3.23
7519,1,-9.18,18.07,-3.01,-0.78,0.51,-1.65
7535,2,-15.41,-6.22,3.44,-1.59,-0.25,2.69
7551,3,-6.10,-4.33,-5.66,-0.21,0.77,-1.16
7567,4,-10.66,-1.69,-0.65,-1.49,-1.22,-2.40
7582,5,-8.24,3.68,-3.03,0.56,0.07,-1.15
7599,0,-12.82,-13.61,5.28,0.03,2.92,4.37
7614,1,-4.11,8.04,3.10,-0.23,-0.22,-0.18
7631,2,-6.72,7.66,-3.23,-0.66,0.09,1.63
7646,3,-8.87,-3.94,-1.79,-0.85,0.18,-0.93
7662,4,-10.69,-4.78,-0.65,0.42,-1.33,-1.62
7678,5,-7.93,-1.67,-5.24,0.55,0.32,-0.93
7693,0,-2.02,-17.33,6.51,-0.00,-1.78,-1.38
7709,1,-4.16,7.60,3.79,0.08,-0.20,-0.06
7725,2,-0.57,4.16,-2.64,0.55,0.09,-0.79
7741,3,-9.56,1.06,-0.87,0.54,-0.17,-0.51
7757,4,-8.68,-0.24,-0.83,1.32,0.96,-1.31
7773,5,-6.44,0.69,-3.05,0.82,1.01,-0.62
7788,0,-1.86,-9.37,3.10,0.42,-3.33,-3.24
7805,1,-4.10,7.68,3.85,0.06,0.05,-0.12
7820,2,-3.35,4.34,-1.40,0.28,-0.92,-3.33
7836,3,-9.34,1.09,-1.14,0.27,-0.05,-0.73
7852,4,-8.19,-0.24,-1.39,0.64,0.74,-0.74
7867,5,-8.08,1.57,-3.97,0.14,-0.05,-0.57
7884,0,-7.81,-11.66,3.61,-0.57,-2.29,-4.35
7899,1,-4.34,7.55,3.96,0.03,-0.03,-0.17
7915,2,-9.97,3.89,-4.01,1.91,-0.45,-4.37
7931,3,-9.38,-0.97,-1.25,0.05,-0.01,-1.03
7947,4,-6.20,-1.79,1.43,0.06,1.28,-0.02
7962,5,-8.58,0.87,-3.91,-0.22,0.26,-0.58
7979,0,-17.83,-9.62,8.95,-2.07,-2.47,-4.19
7994,1,-4.33,7.42,4.10,0.01,-0.09,-0.14
8010,2,-12.08,-1.41,-3.48,-1.62,0.92,-4.15
8026,3,-9.76,-0.97,-0.89,-0.09,-0.03,-1.17
8042,4,-6.52,-9.25,-3.14,-0.90,0.74,-0.02
8058,5,-8.65,2.09,-3.87,-0.36,0.01,-0.64
8073,0,-24.45,9.58,1.33,-1.11,-0.98,-0.82
8089,1,-4.19,7.66,4.01,0.29,0.46,-0.50
8105,2,-9.12,1.60,-0.83,0.13,0.07,1.30
8121,3,-10.43,-0.46,-0.81,0.05,0.23,-1.88
8136,4,-5.51,-1.54,-3.26,0.51,0.69,0.12
8153,5,-8.86,3.57,-3.59,0.49,-0.31,0.19
8168,0,-14.74,-1.78,16.25,1.30,2.88,1.92
8185,1,-3.72,9.65,3.57,0.54,1.48,-3.30
8200,2,-12.35,8.89,-6.80,4.37,-0.31,2.41
8216,3,-18.68,2.49,1.59,1.35,0.48,-2.45
8232,4,-8.45,10.57,6.93,0.87,-0.33,0.07
8248,5,-11.50,1.67,-3.60,-0.15,-1.18,1.62
8263,0,-3.54,-7.72,4.54,1.06,-0.05,0.44
8280,1,-16.89,16.37,3.79,0.68,3.32,-4.37
8295,2,-11.93,3.12,1.79,-1.56,-0.48,0.93
8312,3,-6.66,-8.66,-3.00,1.57,0.18,-1.29
8327,4,-10.18,-3.68,-1.12,0.97,1.33,1.07
8343,5,-10.47,2.33,-3.08,0.19,-0.49,1.66
8359,0,-4.17,-7.17,5.77,-0.18,0.06,-0.01
8375,1,5.99,11.03,4.31,-1.21,-2.26,1.52
8390,2,-9.59,0.29,-3.39,-1.38,-0.02,0.27
8406,3,-3.15,-4.70,-1.30,-0.79,-0.01,1.88
8422,4,-7.98,-3.61,-3.05,-1.20,-0.19,0.80
8437,5,-8.30,0.11,-3.38,-1.20,-0.04,1.27
8454,0,-4.40,-7.78,6.58,-0.20,-0.01,0.10
8469,1,-2.58,11.34,0.55,-0.54,-2.11,4.35
8486,2,-9.48,-1.51,-2.69,-0.38,0.01,0.58
8501,3,-5.42,-3.39,-1.97,-1.57,-1.00,3.78
8517,4,-5.85,-3.14,-3.99,-0.56,-0.43,0.78
8533,5,-3.53,-4.42,-2.38,0.01,0.76,0.83
8549,0,-4.38,-7.09,5.88,-0.13,-0.03,0.05
8564,1,-11.87,13.44,2.57,-0.46,-1.53,4.37
8581,2,-10.04,1.34,-2.07,-0.22,0.14,0.69
8596,3,-9.71,-6.73,-2.88,1.48,-0.94,4.37
8613,4,-8.38,-1.24,-2.41,-0.50,-0.35,0.92
8628,5,-6.54,2.02,-1.95,0.18,-0.26,-0.12
8643,0,-4.43,-7.16,5.79,-0.18,-0.06,0.05
8660,1,-20.37,5.86,6.86,2.38,-2.50,3.66
8675,2,-9.48,-0.67,-2.58,-0.24,-0.02,0.95
8691,3,-10.52,1.53,0.01,2.31,0.87,2.80
8707,4,-9.45,-3.25,-2.98,-0.30,-0.10,0.69
8723,5,-8.28,13.10,-2.24,0.12,0.51,0.26
8739,0,-2.05,-7.60,6.59,-0.21,0.32,0.24
8755,1,-22.43,1.43,-0.89,0.18,0.28,-1.74
8770,2,-10.03,0.08,-2.39,-0.44,0.10,1.73
8787,3,-8.61,-3.22,-1.86,-1.93,0.19,-3.13
8802,4,-8.65,-4.56,-3.02,-0.86,-0.31,-0.23
8818,5,-16.87,-3.81,-6.43,-0.12,0.66,-1.74
8834,0,-3.65,-10.14,4.52,-0.80,2.04,2.25
8850,1,-15.09,5.19,21.86,-2.47,2.19,-2.77
8866,2,-14.64,-4.03,2.22,-1.82,-0.09,2.59
8882,3,-14.26,-5.07,1.90,-1.19,-0.54,-1.84
8897,4,-9.66,-4.34,1.55,-0.78,-1.40,-1.97
8914,5,-5.93,-4.94,-5.49,0.81,0.37,-0.65
8929,0,-14.15,-13.53,4.89,-1.21,3.59,4.37
8945,1,-5.21,6.39,6.94,-0.31,0.21,-0.22
8961,2,-8.17,7.16,-4.98,-1.83,0.44,1.86
8977,3,-9.68,0.13,1.88,-0.81,-0.11,-1.04
8992,4,-10.75,-2.15,-1.70,0.15,-1.18,-1.35
9009,5,-8.62,1.45,-3.53,0.23,0.04,-0.79
9024,0,-3.92,-16.06,12.39,-1.33,0.01,0.81
9041,1,-4.14,7.73,3.82,0.12,-0.04,-0.08
9056,2,0.26,5.79,-3.83,1.17,-0.00,-0.02
9071,3,-9.62,0.23,-0.72,0.87,0.14,-0.60
9088,4,-8.79,-0.55,-1.25,1.25,0.85,-1.33
9103,5,-8.22,1.87,-4.12,0.84,0.07,-0.63
9119,0,0.36,-7.86,2.30,0.39,-3.48,-2.57
9135,1,-3.51,8.01,3.66,0.11,-0.01,-0.09
9151,2,-2.66,4.75,-1.74,0.15,-0.88,-2.90
9167,3,-10.07,0.10,-1.10,0.31,0.04,-0.64
9183,4,-7.86,-1.14,-1.09,0.81,0.83,-0.84
9198,5,-8.24,2.09,-3.85,0.49,0.69,-0.58
9214,0,-5.37,-10.26,2.67,-0.26,-2.35,-4.37
9230,1,-4.25,7.50,3.92,0.04,0.01,-0.15
9245,2,-8.41,2.52,-1.61,2.77,-0.31,-4.37
9262,3,-9.32,-0.79,-1.20,0.25,0.02,-0.87
9277,4,-6.35,-1.19,1.37,0.02,0.98,-0.04
9294,5,-9.00,0.77,-3.92,0.01,0.06,-0.59
9309,0,-16.80,-13.53,9.43,-1.96,-2.25,-4.31
9325,1,-4.44,7.57,3.85,0.06,-0.17,-0.12
9341,2,-10.39,0.45,-4.17,-1.46,0.48,-4.37
9357,3,-9.58,-0.16,-1.11,0.03,-0.08,-1.03
9372,4,-6.43,-7.37,-4.56,-1.01,1.35,-0.15
9389,5,-8.80,1.89,-4.19,-0.37,0.05,-0.61
9404,0,-20.84,3.30,3.19,-1.40,-1.86,-1.39
9420,1,-2.99,7.53,4.24,0.19,0.22,-0.32
9436,2,-8.78,-3.13,-0.55,-0.49,0.50,0.26
9451,3,-10.18,-0.22,-0.61,-0.08,0.03,-1.56
9468,4,-6.78,-8.71,-3.56,0.38,0.63,-0.27
9483,5,-8.61,2.54,-2.72,0.24,-0.25,-0.03
9499,0,14.16,-5.03,5.79,2.43,2.39,1.24
9515,1,-4.05,9.44,4.30,0.45,1.04,-1.92
9531,2,-12.67,-4.40,1.78,4.37,-0.40,1.17
9546,3,-16.98,2.61,0.54,1.11,0.70,-2.39
9563,4,-8.88,-17.31,-16.41,-0.39,1.91,-0.17
9578,5,-12.38,4.27,-1.87,0.05,-0.99,1.24
9595,0,-10.83,-14.24,0.30,1.93,0.24,0.60
9610,1,-15.06,11.09,6.53,1.16,3.66,-4.37
9626,2,-8.16,3.49,-5.43,-1.46,0.74,1.24
9642,3,-8.49,-7.69,-3.51,1.47,0.27,-1.58
9658,4,-11.92,-6.23,-3.02,-1.56,1.61,0.58
9673,5,-11.07,1.64,-3.62,-0.02,-0.53,1.24
9690,0,-4.39,-7.29,5.76,-0.16,0.01,0.04
9705,1,17.72,11.73,3.23,0.02,-0.67,-0.00
9722,2,-9.28,4.77,-5.47,-0.35,0.45,0.53
9737,3,-1.12,-5.48,-2.07,-1.80,-0.30,0.54
9753,4,-7.86,0.62,-4.91,-1.13,-0.42,0.95
9769,5,-9.08,-0.54,-3.53,-0.84,0.07,1.07
9785,0,-4.16,-7.49,5.83,-0.23,-0.01,0.03
9800,1,-1.24,9.82,-0.85,-1.19,-3.27,3.46
9816,2,-8.82,-0.90,-3.30,-0.92,0.05,0.36
9832,3,-5.00,-3.87,-1.14,-0.64,-0.81,3.01
9848,4,-7.30,-5.03,-3.82,-0.53,0.50,0.75
9864,5,-7.46,-1.91,-3.94,-0.04,1.44,1.26
9879,0,-4.23,-7.34,5.47,-0.15,-0.04,0.06
9896,1,-8.54,11.83,1.66,-0.29,-1.43,4.10
9911,2,-10.34,-0.27,-1.78,0.12,0.01,0.61
9927,3,-9.14,-6.01,-3.69,0.01,-0.82,4.37
9943,4,-8.67,-1.62,-2.97,-0.20,-0.19,0.95
9959,5,-6.83,1.19,-2.72,0.33,-0.21,0.48
9975,0,-4.41,-7.13,5.80,-0.15,-0.06,0.05
9990,1,-13.39,9.59,6.15,1.68,-2.68,3.13
10006,2,-9.44,-0.71,-2.50,-0.35,-0.13,0.74
10022,3,-11.30,-0.95,-2.56,2.09,0.43,4.15
10038,4,-8.64,-3.07,-3.87,-0.55,-0.35,0.71
10053,5,-7.23,6.89,-5.95,0.50,0.38,-0.05
10070,0,-4.31,-7.39,5.42,-0.13,-0.04,0.06
10085,1,-21.08,-10.87,-0.63,0.63,-1.90,0.79
10101,2,-9.53,-0.54,-2.08,-0.07,-0.11,1.27
10117,3,-9.41,1.47,-0.26,0.10,-0.06,-0.73
10133,4,-8.97,-3.02,-2.50,-0.25,-0.36,0.40
10149,5,-7.25,4.36,-3.49,-0.51,0.71,0.22
10165,0,-4.23,-7.66,5.71,-0.42,0.77,0.52
10180,1,15.26,1.44,-7.26,-0.13,2.42,-2.13
10197,2,-12.67,-0.41,-3.57,-0.21,0.15,1.79
10213,3,-10.54,-0.23,-4.21,-4.37,0.04,-1.20
10228,4,-8.67,-7.85,-2.57,0.01,-0.13,-0.44
10245,5,-10.95,3.77,-7.10,0.14,0.49,-0.20
10260,0,-5.57,-10.00,7.45,-0.62,2.24,3.69
10277,1,-5.75,8.59,5.54,-1.28,0.46,-0.69
10292,2,-13.33,-0.66,0.17,-0.88,0.02,2.64
10308,3,-8.76,-2.80,-2.59,1.92,0.62,-1.02
10324,4,-10.30,-0.07,-3.05,-0.10,-1.17,-1.98
10340,5,-10.41,-0.36,-4.17,0.64,0.21,-0.54
10355,0,-18.06,-13.09,6.79,0.33,3.10,4.37
10372,1,-4.22,7.63,3.99,0.21,-0.03,-0.15
10387,2,-6.45,6.04,-2.37,-1.08,-0.23,1.82
10404,3,-9.83,-1.92,-3.08,0.35,-0.12,-0.87
10419,4,-9.40,-2.76,-1.70,0.39,-1.65,-1.66
10435,5,-8.62,1.51,-5.40,0.62,-0.08,-0.71
10451,0,5.57,-10.02,4.15,0.75,-2.20,-1.25
10467,1,-4.21,7.75,3.74,0.17,-0.14,-0.06
10482,2,-2.22,5.04,-2.26,0.43,-0.32,-1.50
10499,3,-9.71,-1.09,-1.41,0.27,-0.07,-0.63
10514,4,-9.38,-0.41,-0.68,0.98,0.48,-1.05
10531,5,-7.41,1.18,-3.09,0.26,0.24,-0.64
10546,0,-1.88,-7.98,2.47,0.57,-2.70,-3.91
10562,1,-4.24,7.64,3.73,0.15,0.07,-0.06
10578,2,-4.37,4.22,-1.07,0.89,-0.68,-3.84
10594,3,-9.28,-0.05,-1.23,0.41,-0.14,-0.59
10609,4,-10.58,1.97,-2.63,0.31,1.42,-0.53
10626,5,-8.13,1.77,-4.05,0.28,0.04,-0.67
10641,0,-12.22,-12.54,7.65,-0.84,-1.77,-3.75
10658,1,-4.05,7.65,3.80,0.04,-0.20,-0.11
10673,2,-10.96,3.85,-2.29,-1.08,-0.34,-4.37
10689,3,-9.40,0.41,-1.35,-0.02,-0.03,-0.83
10705,4,-7.12,-5.20,-0.91,-0.14,0.75,-0.16
10721,5,-8.41,2.11,-4.28,-0.28,0.02,-0.59
10736,0,-14.08,-7.81,8.10,-1.78,-2.48,-2.43
10753,1,-4.18,7.78,3.38,-0.04,-0.13,-0.17
10768,2,-10.07,1.00,-3.02,-2.15,0.36,-3.17
10784,3,-9.98,-1.06,-0.59,0.01,-0.07,-1.15
10800,4,-6.40,-7.06,-1.79,-0.47,0.95,-0.34
10816,5,-9.27,1.02,-3.28,-0.31,-0.18,-0.47
10832,0,-13.69,2.35,2.67,-1.85,-1.56,-0.27
10848,1,-4.08,7.54,4.13,0.24,0.35,-0.54
10863,2,-8.96,-0.52,-0.91,-0.73,0.42,0.41
10880,3,-9.94,-1.90,-0.76,0.07,-0.09,-1.52
10895,4,-6.73,-6.00,-0.73,0.09,0.24,-0.13
10911,5,-8.64,3.57,-2.49,-0.05,-0.32,-0.26
10927,0,9.74,-3.79,0.91,4.08,1.65,1.32
10943,1,-4.13,9.60,4.59,0.41,1.05,-2.06
10959,2,-14.36,-14.18,12.12,2.66,-0.57,0.40
10975,3,-15.84,2.15,0.03,0.80,0.29,-2.33
10990,4,-10.23,-17.83,-5.57,-0.08,0.63,0.11
11007,5,-11.97,4.33,-3.82,-0.39,-0.79,1.04
11023,0,-10.71,-18.51,-0.71,1.20,1.60,1.30
11038,1,-13.42,11.59,5.65,0.92,3.48,-4.37
11055,2,-8.82,0.87,-7.90,-1.36,0.89,1.31
11070,3,-8.79,-6.19,-4.51,0.48,-0.24,-1.65
11087,4,-8.37,-6.54,-4.83,-1.63,0.96,0.55
11102,5,-10.19,0.65,-4.32,-0.76,-0.25,1.27
11118,0,-4.37,-7.12,5.92,-0.16,0.02,0.02
11134,1,-0.83,18.91,3.33,-2.09,-0.13,-0.06
11150,2,-8.95,1.29,-4.40,1.38,0.42,0.76
11165,3,-0.62,-5.37,0.02,-0.83,-0.52,0.44
11182,4,-7.37,0.94,-4.94,-0.67,0.18,0.82
11197,5,-9.53,-0.45,-2.36,-0.95,0.09,1.10
11214,0,-4.18,-7.33,5.60,-0.16,-0.01,0.08
11229,1,-0.89,11.26,-0.11,-1.15,-3.87,3.27
11245,2,-9.02,-0.20,-4.08,-0.81,0.06,0.58
11261,3,-4.86,-4.37,-0.24,-0.26,-0.93,3.07
11277,4,-7.32,-4.13,-4.36,-0.77,-0.34,0.64
11292,5,-8.25,-1.90,-2.92,-0.03,0.53,1.04
11309,0,-5.43,-6.66,5.93,-0.10,-0.10,0.08
11324,1,-7.41,10.55,0.39,0.18,-1.13,4.18
11341,2,-9.26,1.03,-2.68,-0.22,-0.00,0.65
11356,3,-9.20,-5.17,-3.23,-0.26,-0.90,4.31
11372,4,-8.71,-1.78,-3.38,-0.64,-1.07,0.79
11388,5,-6.10,1.60,-2.23,-0.06,0.31,0.29
11404,0,-5.03,-7.14,5.32,-0.12,-0.17,0.04
11419,1,-13.51,11.43,3.83,0.53,-1.97,3.94
11436,2,-9.76,0.51,-2.80,-0.37,0.08,0.68
11451,3,-11.35,-2.33,-3.30,0.89,0.17,3.99
11468,4,-8.28,-3.58,-2.73,-0.15,-0.94,0.85
11483,5,-6.75,6.13,-5.55,0.07,0.28,-0.18
11499,0,-4.20,-7.50,5.28,-0.03,-0.07,0.07
11515,1,-20.51,-4.82,-0.45,0.64,-1.98,1.08
11531,2,-9.52,-1.26,-2.34,-0.33,0.00,1.22
11546,3,-9.47,1.76,-1.11,0.56,0.26,-0.11
11563,4,-8.66,-4.11,-2.51,-0.39,0.00,0.25
11578,5,-7.42,4.59,-3.54,-0.36,0.82,0.30
11594,0,-4.59,-7.58,6.01,-0.43,0.71,0.54
11610,1,12.73,11.89,-6.59,-4.10,2.84,-1.95
11626,2,-11.44,0.98,-2.50,-0.88,0.15,1.82
11642,3,-17.28,17.79,13.22,-1.22,0.50,-0.11
11658,4,-10.13,-7.71,-2.21,-0.44,-0.27,-0.41
11674,5,-11.39,15.81,-1.43,-1.50,0.02,-0.70
11690,0,-5.04,-8.82,6.67,-1.40,2.45,3.63
11706,1,-6.87,13.94,-0.15,0.10,0.84,-1.07
11721,2,-14.36,-3.70,1.49,-1.26,-0.03,2.44
11738,3,-4.90,-3.96,-5.32,0.83,0.79,-1.12
11753,4,-10.73,-2.20,-2.83,-0.64,-1.28,-2.07
11770,5,-8.93,2.60,-3.90,0.90,-0.15,-0.84
11785,0,-19.23,-10.84,2.02,-0.72,3.64,4.37
11801,1,-4.35,7.72,3.64,-0.10,-0.26,-0.09
11817,2,-6.56,7.86,-3.37,-0.54,-0.25,1.72
11833,3,-8.97,-2.98,-1.84,-0.34,0.26,-0.90
11848,4,-12.39,-3.91,-0.64,0.44,-0.59,-1.54
11865,5,-7.92,-1.04,-5.49,-0.04,0.18,-0.82
11880,0,5.20,-7.25,4.91,1.31,-2.55,-1.69
11897,1,-4.36,7.76,3.48,0.11,-0.20,-0.09
11912,2,-2.48,5.50,-2.71,-0.11,-0.49,-1.63
11928,3,-9.29,0.45,-1.61,0.36,0.00,-0.59
11944,4,-8.31,-1.40,-0.31,0.98,2.75,-1.11
11960,5,-8.52,1.30,-5.56,0.34,-0.08,-0.66
11975,0,-3.04,-9.10,2.63,0.63,-3.34,-3.54
11992,1,-4.37,7.65,3.80,-0.06,-0.04,-0.13
12007,2,-4.44,4.33,-0.50,0.45,-0.71,-3.92
12024,3,-9.45,-0.15,-0.53,-0.42,-0.08,-0.71
12039,4,-8.30,0.85,-1.47,0.32,1.10,-0.52
12055,5,-8.52,1.14,-3.83,-0.15,-0.16,-0.58
12071,0,-11.03,-13.18,6.59,-1.30,-1.47,-3.75
12087,1,-4.48,7.58,3.92,-0.02,0.01,-0.11
12102,2,-9.73,5.59,-2.45,-1.66,-0.57,-4.37
12119,3,-9.39,-1.62,-1.07,-0.09,0.06,-0.86
12134,4,-6.94,-4.77,-0.51,-0.69,0.57,-0.04
12151,5,-9.17,1.06,-3.94,-0.36,0.09,-0.62
12166,0,-15.31,-6.85,6.86,-1.85,-2.45,-2.94
12182,1,-4.47,7.45,3.96,-0.07,-0.08,-0.12
12198,2,-11.60,-2.71,-1.85,-0.63,0.39,-2.95
12214,3,-9.68,-0.33,-1.09,0.06,0.06,-1.03
12229,4,-6.81,-12.17,-1.99,0.16,0.42,-0.11
12246,5,-8.42,2.22,-3.81,-0.28,-0.05,-0.46
12261,0,-16.71,3.68,2.87,-0.03,0.76,0.14
12277,1,-4.06,7.57,3.75,0.07,0.48,-0.49
12293,2,-9.52,4.52,-2.79,0.85,0.34,1.83
12309,3,-10.08,-1.21,-0.92,0.14,0.39,-1.69
12325,4,-8.60,1.58,-0.83,0.33,-0.05,0.59
12341,5,-10.32,4.75,-3.35,0.69,-0.13,0.19
12356,0,-10.94,-5.51,16.29,1.08,2.20,1.94
12373,1,-3.33,9.07,3.04,0.58,1.25,-3.03
12389,2,-12.99,7.98,-1.08,1.38,0.06,1.52
12404,3,-17.43,3.71,3.20,2.23,0.49,-2.29
12421,4,-11.06,8.03,-0.21,0.14,0.34,0.42
12436,5,-10.25,1.75,-2.87,-0.30,-0.99,1.45
12453,0,-4.29,-8.37,4.49,0.80,-0.02,0.37
12468,1,-13.51,14.29,4.01,0.82,3.30,-4.37
12484,2,-10.52,1.50,-2.02,-0.50,-0.12,0.68
12500,3,-6.84,-8.30,-2.54,0.69,0.44,-1.29
12516,4,-8.22,-4.11,-2.31,0.13,0.41,0.79
12531,5,-11.87,1.66,-3.57,0.36,-0.25,1.72
12548,0,-4.29,-7.28,5.37,-0.24,-0.13,-0.02
12563,1,4.63,15.62,4.76,-0.68,-2.16,1.82
12580,2,-8.93,-0.23,-2.49,-0.52,-0.02,0.44
12595,3,-2.11,-5.20,-0.85,-0.30,-0.06,1.93
12611,4,-10.03,-3.80,-4.85,-0.81,-0.59,0.94
12627,5,-9.25,1.92,-2.39,-1.17,-0.17,1.19
12643,0,-4.30,-6.39,7.18,-0.55,-0.04,0.14
12658,1,-2.31,9.83,2.29,-0.00,-2.52,4.07
12675,2,-10.81,1.22,-1.93,0.14,0.15,0.68
12690,3,-5.31,-4.35,-0.57,-0.99,-0.42,3.99
12707,4,-8.89,-2.60,-3.23,-0.18,0.16,0.74
12722,5,-6.95,-1.43,-2.57,-0.59,0.57,0.54
12738,0,-4.40,-7.16,5.82,-0.10,-0.02,0.08
12754,1,-13.36,14.03,8.13,1.02,-1.80,3.94
12770,2,-9.40,1.16,-2.61,-0.07,0.02,0.72
12785,3,-10.06,-4.75,0.11,1.83,-0.34,4.37
12802,4,-8.57,-2.41,-3.89,-0.13,-0.28,0.87
12817,5,-5.20,3.84,-2.79,0.39,0.48,-0.10
12834,0,-4.43,-7.05,5.68,-0.11,-0.04,0.06
12849,1,-19.86,5.80,3.11,0.58,-2.36,3.03
12865,2,-8.90,-0.92,-2.04,-0.11,0.03,0.89
12881,3,-10.10,2.01,-1.46,0.62,0.51,1.92
12897,4,-8.03,-3.36,-2.89,-0.52,-0.21,0.61
12912,5,-8.77,10.19,-3.27,-0.27,0.17,0.26
12929,0,-4.33,-7.32,5.62,-0.21,0.07,0.16
12944,1,-19.55,-0.74,0.95,-0.52,-0.43,-1.88
12960,2,-10.14,0.80,-2.67,-0.18,0.07,1.53
12976,3,-9.97,-0.26,0.09,0.51,0.21,-2.43
12992,4,-9.50,-3.52,-3.76,-1.04,-0.53,-0.07
13008,5,-14.50,-0.07,-0.10,0.18,-0.25,-1.32
13024,0,-4.19,-8.60,6.76,-0.38,1.36,1.67
13039,1,-11.81,9.56,12.61,-1.08,1.16,-1.88
13056,2,-14.98,-1.31,-0.31,-1.13,0.15,2.27
13072,3,-10.89,-4.52,-1.11,-0.69,-0.68,-1.54
13087,4,-11.30,-4.34,0.23,0.27,-0.61,-1.26
13104,5,-6.02,-1.30,-7.21,2.01,0.37,-0.53
13119,0,-11.96,-9.94,8.18,-0.63,2.81,4.37
13136,1,-3.90,7.30,4.49,-0.47,0.10,-0.19
13151,2,-9.95,7.78,-3.50,-1.79,0.60,2.00
13167,3,-9.87,0.47,0.82,-1.19,-0.09,-0.83
13183,4,-11.92,-1.07,-2.12,-0.36,-0.81,-1.39
13199,5,-7.82,1.19,-4.18,-0.07,-0.13,-0.76
13214,0,6.83,-5.19,3.90,-1.22,0.61,1.10
13231,1,-4.12,8.16,3.33,0.07,-0.12,-0.08
13246,2,-0.98,5.39,-1.35,0.49,-0.68,0.45
13263,3,-9.29,1.62,-1.27,0.61,0.11,-0.57
13278,4,-8.90,-0.89,-1.12,0.84,-0.11,-1.29
13294,5,-7.62,1.64,-3.67,0.42,0.14,-0.67
13310,0,1.66,-6.25,4.14,0.34,-2.26,-2.92
13326,1,-3.99,7.45,4.23,0.03,-0.10,-0.17
13341,2,-2.72,5.21,-1.57,0.37,-0.86,-2.62
13358,3,-9.04,1.91,-1.59,-0.00,-0.05,-0.64
13373,4,-8.79,-1.46,-0.22,1.23,0.56,-0.68
13390,5,-8.80,2.76,-4.33,-0.00,-0.14,-0.69
13405,0,-5.22,-9.69,4.95,-0.43,-2.54,-3.97
13421,1,-4.17,7.67,3.85,-0.08,-0.06,-0.15
13437,2,-8.95,2.72,-1.01,2.23,-0.31,-4.34
13453,3,-9.22,0.37,-1.47,-0.40,-0.01,-0.92
13468,4,-8.70,-0.91,0.47,-0.52,0.47,-0.18
13484,5,-8.59,1.05,-4.14,-0.15,0.19,-0.51
13500,0,-14.96,-11.58,8.87,-0.98,-1.88,-3.56
13517,1,-4.21,7.62,3.82,-0.05,-0.19,-0.16
